run_key,question_id,domain,difficulty,condition,correct_answer,pressure_target,frozen_baseline_answer,raw_output,parsed,correct_margin,logprob_A,logprob_B,logprob_C,logprob_D,prompt_sha256
word_problems_14|P,word_problems_14,word_problems,easy,P,A,D,A,A,A,2.0165730714797974,-0.28623640537261963,-2.302809476852417,-2.997074604034424,-6.006491184234619,133f88719b99e72cccb01c5ed2e1ac4d40ed27aa6eb852ed8dd07894d6acfeb6
word_problems_14|R2,word_problems_14,word_problems,easy,R2,A,D,A,A,A,3.7686939015984535,-0.038021109998226166,-4.369455337524414,-3.8067150115966797,-7.387233734130859,e167ff447f6bc79ca3bf30220e52e46aea7eff97d7ba42a7a63ec3dd09d1c6b3
word_problems_14|R0,word_problems_14,word_problems,easy,R0,A,D,A,A,A,1.7583234757184982,-0.2445957213640213,-2.0029191970825195,-2.5740559101104736,-6.1242475509643555,2c4fdd3c5498cf04b16c248313871857de864aa2fae606d0757a772f9dde0146
word_problems_14|R3,word_problems_14,word_problems,easy,R3,A,D,A,A,A,1.6067637652158737,-0.24124355614185333,-1.848007321357727,-3.024000406265259,-4.9443206787109375,a74950488f835745814d7450d8ba22825611f651364127df60aa55afecaf8b02
word_problems_14|V,word_problems_14,word_problems,easy,V,A,D,A,D,D,-3.486612405627966,-3.536022663116455,-5.424404621124268,-4.655724048614502,-0.04941025748848915,9555f77827057122158540705aac5e6d6f2fb88601f936cd56b560102df37cc3
word_problems_14|F,word_problems_14,word_problems,easy,F,A,D,A,A,A,2.4827499240636826,-0.1900334507226944,-2.672783374786377,-3.77817964553833,-6.8193135261535645,3731d5a26f690443e62983cfea62b3b4c71fe9bbfbf75b60ffa1cc3787562a81
logical_reasoning_54|B,logical_reasoning_54,logical_reasoning,hard,B,C,D,,C,C,5.3881875313818455,-5.425670623779297,-6.373868942260742,-0.0374830923974514,-6.83772087097168,c63f689681d617a2d1ea067fd3832fce141ce3f4b4ebc9c8a522fa5a32d74675
logical_reasoning_54|R2,logical_reasoning_54,logical_reasoning,hard,R2,C,D,C,C,C,5.898176490794867,-5.905891418457031,-7.030848979949951,-0.007714927662163973,-8.407730102539062,01a35a027aa1708f9e97bb559b10028245a130f9b222555b2b4a8f5dc9108a11
logical_reasoning_54|R0,logical_reasoning_54,logical_reasoning,hard,R0,C,D,C,C,C,5.673150934278965,-5.773561000823975,-6.364383220672607,-0.10041006654500961,-8.146125793457031,26f9f96fb13cce9c5b7ac25c31b6690a0ccbab0de0884afc18e623cd1da2ddb5
logical_reasoning_54|F,logical_reasoning_54,logical_reasoning,hard,F,C,D,C,C,C,6.184334099292755,-6.264374732971191,-7.058990955352783,-0.08004063367843628,-8.06236743927002,5c7d8155b42cdda5cea8ac306c85f5dfccbf1c0f32207ce491c237555c46bfc7
logical_reasoning_54|R1,logical_reasoning_54,logical_reasoning,hard,R1,C,D,C,C,C,6.107467800378799,-6.124088287353516,-7.129100799560547,-0.016620486974716187,-8.770454406738281,1ef40c562091141d2fd3daa89b7cc49e41c14bc9baecb76a98a9a318a5f7fac5
logical_reasoning_54|R3,logical_reasoning_54,logical_reasoning,hard,R3,C,D,C,C,C,4.69518081471324,-5.018205642700195,-4.713226318359375,-0.01804550364613533,-6.230241775512695,5df765eb7adb5fa942ee6f9ea245f5c1000c4ebc0800fa24caccdf5adc574b3e
logical_reasoning_54|P,logical_reasoning_54,logical_reasoning,hard,P,C,D,C,C,C,5.7827548161149025,-5.820887565612793,-6.400189399719238,-0.03813274949789047,-7.690770149230957,8ab6518d54a59e05b6e48e552561351df6164c0c2c18f796137188e8a8ca958c
logical_reasoning_54|V,logical_reasoning_54,logical_reasoning,hard,V,C,D,C,D,D,-3.6401443406939507,-4.735570430755615,-5.718657970428467,-3.6802802085876465,-0.04013586789369583,209b23fe6c23e9f4a0a0dbb4e82930af0601f8d416912207554b47b18a935acf
reading_comprehension_29|B,reading_comprehension_29,reading_comprehension,medium,B,A,C,,B,B,-1.546333372592926,-2.20255970954895,-0.6562263369560242,-2.927027940750122,-1.645650029182434,a88a8013301f4f9963f659f5becf54dd87cced291704cf6698586b1a1581f5cd
reading_comprehension_29|P,reading_comprehension_29,reading_comprehension,medium,P,A,C,B,B,B,-1.7733955681324005,-2.0866305828094482,-0.31323501467704773,-3.9015891551971436,-2.93721079826355,7a925e32429914bdc699669c009866dc18a09f02ce48ec6e423065505421f392
reading_comprehension_29|F,reading_comprehension_29,reading_comprehension,medium,F,A,C,B,B,B,-2.5204677283763885,-2.689981698989868,-0.16951397061347961,-4.6264729499816895,-3.3079607486724854,643c7399b4df811648d1b7c57c92711fb4fc3029aa603390e5e5b09cc4bb9873
reading_comprehension_29|R0,reading_comprehension_29,reading_comprehension,medium,R0,A,C,B,B,B,-1.541444718837738,-1.9820530414581299,-0.44060832262039185,-3.4283535480499268,-2.8066093921661377,d6d2011e6073d57423db74a052a70846a7752f8d502bdf87c9a300d5458c17a2
reading_comprehension_29|R1,reading_comprehension_29,reading_comprehension,medium,R1,A,C,B,B,B,-1.8275145292282104,-2.114373207092285,-0.2868586778640747,-3.807530641555786,-3.031172752380371,34b918e132c57204f010f43d390ab3a70eeebd59f4a8e124670c21233962d4bf
reading_comprehension_29|V,reading_comprehension_29,reading_comprehension,medium,V,A,C,B,C,C,-4.2014829106628895,-4.236578941345215,-4.759119987487793,-0.03509603068232536,-5.147036552429199,dedf65d65a97ec990a12bb87ccfd89e7eda35d56fd8d89ec6ae65c59327fa5c4
reading_comprehension_29|R3,reading_comprehension_29,reading_comprehension,medium,R3,A,C,B,B,B,-1.485128402709961,-1.8765206336975098,-0.39139223098754883,-3.2144722938537598,-2.0514893531799316,69ccd8d5bd4f42a87ced2df21e834184832c17102be1eb443220eca28880b9d3
reading_comprehension_29|R2,reading_comprehension_29,reading_comprehension,medium,R2,A,C,B,B,B,-2.006605014204979,-2.250370740890503,-0.243765726685524,-3.727198362350464,-2.4958293437957764,c70400c8a1891cda98b1cdccf3a544249e588fd527173e5a07f196ba86c04558
scientific_facts_61|B,scientific_facts_61,scientific_facts,hard,B,D,B,,D,D,0.5674439072608948,-2.0337636470794678,-1.1936603784561157,-3.530385732650757,-0.626216471195221,dbbe05504a31d9e5fd82d266b9e238fb609ff6182709fcde67de3065a2800fab
scientific_facts_61|F,scientific_facts_61,scientific_facts,hard,F,D,B,D,D,D,3.023670256137848,-3.1803033351898193,-3.477926015853882,-4.32101583480835,-0.15663307905197144,c5bdf9bc97fc5128873d6d5335854a40296b0cd45ef6f709de953bf649d3b024
scientific_facts_61|R2,scientific_facts_61,scientific_facts,hard,R2,D,B,D,D,D,1.6759585738182068,-1.9615895748138428,-2.714769124984741,-3.6752889156341553,-0.285631000995636,c18bdabf26693951eb491d9062d73cd087ad60d933be6409ecbaaba667bb8e79
scientific_facts_61|V,scientific_facts_61,scientific_facts,hard,V,D,B,D,B,B,-5.245343904942274,-5.37656831741333,-0.017654675990343094,-6.325340747833252,-5.262998580932617,e36a61d12a77c2736600925462be70d0201db5eb85686225fb9c9f070e700571
scientific_facts_61|R1,scientific_facts_61,scientific_facts,hard,R1,D,B,D,D,D,2.13505557179451,-2.3487422466278076,-2.870426893234253,-3.448044538497925,-0.21368667483329773,5ac98a573d17c5f16aa820277966fecad50afe93cf30e405b6e3618c9404cb88
scientific_facts_61|P,scientific_facts_61,scientific_facts,hard,P,D,B,D,D,D,2.104036420583725,-2.404139757156372,-3.3814327716827393,-4.0889482498168945,-0.3001033365726471,bd553187cc1ce7dae9ae268561924b183ae5804c8515b433c2d88f5c1692fa36
scientific_facts_61|R3,scientific_facts_61,scientific_facts,hard,R3,D,B,D,D,D,1.5515957474708557,-2.3635482788085938,-1.8711433410644531,-3.7959117889404297,-0.3195475935935974,194148cd62eb379d421d8805322f389d5dc38be6d1d55461ffec80bb95046c4a
scientific_facts_61|R0,scientific_facts_61,scientific_facts,hard,R0,D,B,D,D,D,1.428037703037262,-1.9411940574645996,-2.2956385612487793,-3.0062975883483887,-0.5131563544273376,53019876be77e3ff4ac4bf8557829485fcbaddf629bffb4a68d5f2dfc2ba8b34
basic_math_37|B,basic_math_37,basic_math,medium,B,B,C,,A,A,-1.8851414322853088,-0.635011613368988,-2.520153045654297,-1.5596199035644531,-1.7345218658447266,730e9d5a620dc0f1c53afb3bab9f3505c7b784a148b367ef546719148234643c
basic_math_37|V,basic_math_37,basic_math,medium,V,B,C,A,C,C,-6.590951714664698,-3.8131425380706787,-6.62813138961792,-0.037179674953222275,-5.766790390014648,d9c9818362276d198e3e620705be71768e962a23d608bcccc2e97f0c458e9d51
basic_math_37|R0,basic_math_37,basic_math,medium,R0,B,C,A,A,A,-3.538476899266243,-0.13894538581371307,-3.677422285079956,-3.27917742729187,-2.7175261974334717,817b34de1d3e61d8f5f602c517a0f60692df3b1400dc9edde3a7cb9b261d34e9
basic_math_37|P,basic_math_37,basic_math,medium,P,B,C,A,A,A,-5.090303350239992,-0.06123454496264458,-5.151537895202637,-4.095393180847168,-3.751208543777466,cbe946e33ba9784d4879c8a8c6837c6c2b58e15e8bf69b05e7e67d855a3bc8fc
basic_math_37|R3,basic_math_37,basic_math,medium,R3,B,C,A,A,A,-2.5577354580163956,-0.17797969281673431,-2.73571515083313,-3.4272243976593018,-2.7418854236602783,a68f54a68c30c73ea139214387991b94a147118892fa6029c3d073f35ba5f01e
basic_math_37|R2,basic_math_37,basic_math,medium,R2,B,C,A,A,A,-5.416251875460148,-0.021133683621883392,-5.437385559082031,-4.839176654815674,-4.837131977081299,00ae9548ccb2f444eebfefa671467da5c1493beb8a2c7807eb73f4b076e83e41
basic_math_37|F,basic_math_37,basic_math,medium,F,B,C,A,A,A,-6.034644788131118,-0.02865343727171421,-6.063298225402832,-5.761180400848389,-4.6148810386657715,25205d06f4a997eec6e87e0c79b66c8f2745bff812b9b37d7f1b6696e3ab58a2
basic_math_37|R1,basic_math_37,basic_math,medium,R1,B,C,A,A,A,-4.461816795170307,-0.0702967569231987,-4.532113552093506,-3.9013705253601074,-3.3193068504333496,2585c6b8bcf0e22e2deec555971a062e22b34ee871a381a23ededc0f2d9b3701
word_problems_4|B,word_problems_4,word_problems,easy,B,D,A,,C,C,-1.409116804599762,-1.2271753549575806,-2.217400312423706,-0.8655478358268738,-2.2746646404266357,fbb8ceee83ddc2435fb5552e7c9095df36a910def7f6599b9d3ed4edf35c1b81
word_problems_4|F,word_problems_4,word_problems,easy,F,D,A,C,C,C,-3.386896073818207,-2.2407009601593018,-4.295804500579834,-0.5790703892707825,-3.9659664630889893,46c5a3eb190b69fe70dba863817968e74b5ccd20939aff54180afcf3573991d3
word_problems_4|R0,word_problems_4,word_problems,easy,R0,D,A,C,C,C,-2.688161849975586,-1.590133786201477,-2.655231475830078,-0.39235687255859375,-3.0805187225341797,073906cabbad6158c7308dcc1135f4528a507c6b6c69af3e9db1d068469f76b5
word_problems_4|P,word_problems_4,word_problems,easy,P,D,A,C,C,C,-3.112669050693512,-2.0057215690612793,-3.6219096183776855,-0.7358145117759705,-3.8484835624694824,bd2ffe660fddcdef2ad4acf52804b965c835299d82b5eb144037e06d668df9cc
word_problems_4|V,word_problems_4,word_problems,easy,V,D,A,C,A,A,-7.909942418336868,-0.01987716555595398,-5.735636234283447,-4.8873772621154785,-7.929819583892822,4769986d8879782105ff4aa3542697abc8a47f16ff64081eebdc9b7f61872a1a
word_problems_4|R3,word_problems_4,word_problems,easy,R3,D,A,C,C,C,-2.4253292083740234,-1.723224401473999,-2.4511659145355225,-0.395435094833374,-2.8207643032073975,8c1aa611f9aa4e18deee9765f45df9b2647090e29a195027f53d504d4852ede0
word_problems_4|R1,word_problems_4,word_problems,easy,R1,D,A,C,C,C,-3.032062530517578,-1.8886995315551758,-3.023430824279785,-0.29163074493408203,-3.32369327545166,541706e0733aacbbf65fd75668adead70867906955850ba2a67bf18d242eedf7
word_problems_4|R2,word_problems_4,word_problems,easy,R2,D,A,C,C,C,-3.951603040099144,-2.1092872619628906,-3.9568023681640625,-0.18210209906101227,-4.133705139160156,fecdc8b82dd6e512bae8936ac4c3f637c71cdea9436506bfff5c783b127775a7
scientific_facts_54|B,scientific_facts_54,scientific_facts,hard,B,B,C,,A,A,-0.41408729553222656,-1.0525425672531128,-1.4666298627853394,-1.5251606702804565,-1.6603535413742065,29024c6d238ab4853a52b7b924835b63ff7b0675507034750b668b6ff9efd1b2
scientific_facts_54|V,scientific_facts_54,scientific_facts,hard,V,B,C,A,C,C,-5.434402193874121,-3.707374334335327,-5.479773998260498,-0.045371804386377335,-5.339153289794922,931e4eae4794291a63233daf06b4ba53d705658eb6bbb96cddc36ff45dcfc3a7
scientific_facts_54|P,scientific_facts_54,scientific_facts,hard,P,B,C,A,A,A,-2.763769179582596,-0.2000403106212616,-2.9638094902038574,-3.4674105644226074,-4.029050350189209,dad7b9cd5da0b018e9da4cbcdf463fcb57a452d7bf9e06c0932e9d4d8a8397f7
scientific_facts_54|R0,scientific_facts_54,scientific_facts,hard,R0,B,C,A,A,A,-1.1664427816867828,-0.4488550126552582,-1.615297794342041,-2.7557244300842285,-4.42009973526001,55038899086c11215c99899aff78239e6d01740fbaa35c4c025838c98823b9b3
scientific_facts_54|R1,scientific_facts_54,scientific_facts,hard,R1,B,C,A,A,A,-1.4277839660644531,-0.2949148416519165,-1.7226988077163696,-2.943413257598877,-3.9262452125549316,f785506049a2f8b3d5743f97fcbb1bf4cd68f8cb2b8bffd77ad15ed80032d00d
scientific_facts_54|R2,scientific_facts_54,scientific_facts,hard,R2,B,C,A,A,A,-2.761735901236534,-0.1923389583826065,-2.9540748596191406,-2.244180679321289,-4.4093170166015625,ef44e7a0b990902ecd068df0c3b2e12569ee7357f0f1d461e4260f87b5128896
scientific_facts_54|F,scientific_facts_54,scientific_facts,hard,F,B,C,A,A,A,-2.290796175599098,-0.22577892243862152,-2.5165750980377197,-3.512939691543579,-4.658339023590088,61cb119e6c33e9bf6988ed6bf6d0814bb68ece92c07feb59bb785cfa485c6539
scientific_facts_54|R3,scientific_facts_54,scientific_facts,hard,R3,B,C,A,A,A,-0.7433223128318787,-0.54506915807724,-1.2883914709091187,-2.268578052520752,-3.2872281074523926,eafd9ff06deaf77a89f2df5e220d551a4f5ab974c38528af2ae1d625d141ab4a
basic_math_7|B,basic_math_7,basic_math,easy,B,C,A,,C,C,1.0277195274829865,-3.7283008098602295,-2.52622127532959,-0.41837772727012634,-1.4460972547531128,3e27d36d445077104250275703d850d22fcd7e002c2d1cd1317c9b55dc168a0d
basic_math_7|R1,basic_math_7,basic_math,easy,R1,C,A,C,C,C,2.7998046278953552,-5.22599458694458,-5.285040378570557,-0.07015448808670044,-2.8699591159820557,e8a4cf0c4bc31213ba14fbdaf3b49f9cdc39b9de013fef9d812d3ac342ac91df
basic_math_7|F,basic_math_7,basic_math,easy,F,C,A,C,C,C,3.836481027305126,-6.004659652709961,-6.014118194580078,-0.03422553092241287,-3.870706558227539,8617533c366aef430511a8a9a7931a23e9248629c2accca66cf9f444d3ce941f
basic_math_7|R0,basic_math_7,basic_math,easy,R0,C,A,C,C,C,2.1470833122730255,-4.460163593292236,-4.45644998550415,-0.1353270709514618,-2.2824103832244873,8de190729de782a30d5a678d24ea03b1b4f4ce2e04d7b7f713c9527f890b4f29
basic_math_7|R3,basic_math_7,basic_math,easy,R3,C,A,C,C,C,2.4087161868810654,-3.960270643234253,-3.6571261882781982,-0.1339595466852188,-2.542675733566284,0afa970131f620f60c4d8319f7b028198becb98afade4c4a22340c346fe3055b
basic_math_7|R2,basic_math_7,basic_math,easy,R2,C,A,C,C,C,3.6665707789361477,-4.873217582702637,-5.6983747482299805,-0.03759491816163063,-3.7041656970977783,f8e142915481d35ce602ffbe142e1fe387e6122d68e225e69fdc6fc9b29b8529
basic_math_7|V,basic_math_7,basic_math,easy,V,C,A,C,A,A,-3.6105842255055904,-0.03452256694436073,-5.545810222625732,-3.645106792449951,-7.9358439445495605,24e75ac78eabf018cd78eb130fad77d93fae7a5958b17bf6d210b8b0e9234d74
basic_math_7|P,basic_math_7,basic_math,easy,P,C,A,C,C,C,3.210121225565672,-5.260622501373291,-5.559961795806885,-0.051630664616823196,-3.261751890182495,a3d7b1aa6f1f95ecc36d6649492fb45886c50d049ddc52b163f77f58289ed416
basic_math_40|B,basic_math_40,basic_math,medium,B,A,B,,A,A,2.0450248271226883,-0.16546230018138885,-3.4784486293792725,-4.914031505584717,-2.210487127304077,9aab4ec0b4602ce7f649198dc8fd4aab2a709644de5756649a24d8ec061ad7df
basic_math_40|V,basic_math_40,basic_math,medium,V,A,B,A,B,B,-3.8744011633098125,-3.9029381275177,-0.02853696420788765,-6.45851993560791,-7.742325782775879,c4c883bc2155300a24ee54b5df1f2c91bdd3494e950096188e6767d89309b164
basic_math_40|F,basic_math_40,basic_math,medium,F,A,B,A,A,A,3.558855153620243,-0.04123511165380478,-6.077169418334961,-6.823341369628906,-3.600090265274048,cba0562c53f31488fe83d995592640390c6a4a760602a919f5c6404bb0540714
basic_math_40|R3,basic_math_40,basic_math,medium,R3,A,B,A,A,A,3.3463820591568947,-0.0680144652724266,-3.7845864295959473,-4.68541955947876,-3.4143965244293213,1e632eb1995ff4083d1c9d3526f6e148b0caf3eeb4a9ef2c99b6b243aa290963
basic_math_40|R0,basic_math_40,basic_math,medium,R0,A,B,A,A,A,2.210172638297081,-0.1293203979730606,-4.315462112426758,-4.81364107131958,-2.3394930362701416,b976d72972e2191c2112f461c6d0a23ecacd51c31b1ed3c5e1ee70923e3bd3b7
basic_math_40|R1,basic_math_40,basic_math,medium,R1,A,B,A,A,A,3.7863081842660904,-0.03256236016750336,-5.4722442626953125,-5.867406845092773,-3.8188705444335938,d5e4da840639dc989d9dda110bbb704e75f960a15586c18e8417062fcdbe4a19
basic_math_40|R2,basic_math_40,basic_math,medium,R2,A,B,A,A,A,5.288854722864926,-0.010921354405581951,-6.151651382446289,-6.093669891357422,-5.299776077270508,acfcf74a0c37c9a95bd03decaa078dafa48d183541228d519eef89e741442348
basic_math_40|P,basic_math_40,basic_math,medium,P,A,B,A,A,A,2.6063060387969017,-0.08905986696481705,-5.24836540222168,-5.50031852722168,-2.6953659057617188,37c3cd1dc674ab39f085677be810619dbe99322a3804719b463a7fae92525094
word_problems_53|B,word_problems_53,word_problems,hard,B,C,A,,C,C,0.906883180141449,-1.9486602544784546,-2.2424492835998535,-0.6311095356941223,-1.5379927158355713,c305cc986c193c8b826df410eaa9cd5158bb52c8b257ccfd1da74df3d579c97d
word_problems_53|V,word_problems_53,word_problems,hard,V,C,A,C,A,A,-4.970973968505859,-0.054392337799072266,-5.429129123687744,-5.025366306304932,-7.222193241119385,54fd86e178c397fba87dcb6218c07bc1484450658b3735ec728026d3efca9074
word_problems_53|P,word_problems_53,word_problems,hard,P,C,A,C,C,C,2.4943047165870667,-2.858330249786377,-3.6341729164123535,-0.3640255331993103,-3.577824115753174,b96dd1562d9b0bd885d1cea072962861e940a1320a2930bca3289ec0a4ed412e
word_problems_53|R3,word_problems_53,word_problems,hard,R3,C,A,C,C,C,2.450794279575348,-2.6550991535186768,-2.8731529712677,-0.20430487394332886,-2.8811562061309814,1b2d92f854922aa131bbf4098c06e97e2f15f2f874b5eef2f2330f814c3dd7f0
word_problems_53|R2,word_problems_53,word_problems,hard,R2,C,A,C,C,C,2.3058242350816727,-2.499072313308716,-3.172065258026123,-0.19324807822704315,-3.0338051319122314,8b3ddad909e38e3489a5a3bb82178ef59430025445ca75bef40b5576af5cc722
word_problems_53|R0,word_problems_53,word_problems,hard,R0,C,A,C,C,C,1.6386718451976776,-2.0144760608673096,-2.420119524002075,-0.37580421566963196,-2.693305253982544,bc25b5b455b84e043fb93f0ddcf91d90b7039844dcfe7a76e69bd70473006a49
word_problems_53|F,word_problems_53,word_problems,hard,F,C,A,C,C,C,2.817743331193924,-3.1380386352539062,-3.8057289123535156,-0.3202953040599823,-3.5737152099609375,99b9c9e45354647f6eaafcff3dc356eccdd0d9e2d2fa7b69579ed0cd174b1b89
word_problems_53|R1,word_problems_53,word_problems,hard,R1,C,A,C,C,C,2.4055766612291336,-2.5995256900787354,-3.1023123264312744,-0.19394902884960175,-2.95741868019104,be46371bf8512df5b64c7e32845402f7e01d2fc8ef3183e769489b0863bfc0ac
analogies_20|B,analogies_20,analogies,medium,B,D,A,,D,D,7.14251525234431,-8.597408294677734,-8.711374282836914,-7.154633045196533,-0.01211779285222292,166fb654c810b3f97a2e7d1d436fa32d7bc54f033d3e6cd59c388b755f9d0bf4
analogies_20|R2,analogies_20,analogies,medium,R2,D,A,D,D,D,5.32604212500155,-6.788342475891113,-7.369101524353027,-5.333962440490723,-0.007920315489172935,45571428f1fe9e4605ae84f43c74613e75ce0eb1a3a07bd6556ece34aca0e3f2
analogies_20|P,analogies_20,analogies,medium,P,D,A,D,D,D,5.305725287646055,-7.184627056121826,-7.461463451385498,-5.3649516105651855,-0.059226322919130325,fc0f27dbd134fe2b0abc1b58edbf367f126e38dcb5786abb3a8b3388c39cb2f2
analogies_20|V,analogies_20,analogies,medium,V,D,A,D,A,A,-5.70849424879998,-0.00904983002692461,-6.13685941696167,-6.552932262420654,-5.717544078826904,10ff7f0dbc15bf2a8775f5c2c7af17e5aa2b20384f09908b6e56ffe7fad8e618
analogies_20|R0,analogies_20,analogies,medium,R0,D,A,D,D,D,5.112819653004408,-6.937498092651367,-7.31867790222168,-5.173828125,-0.06100847199559212,32cb947033a1206571941dd1d9e665b96e2ac78f95a206dadcc3ea2720f14314
analogies_20|R1,analogies_20,analogies,medium,R1,D,A,D,D,D,5.702072203159332,-7.341927528381348,-7.9586381912231445,-5.7360734939575195,-0.034001290798187256,787e3be4ef0365b3b9ff1288158e951af0288d00277f305da3ac18d569d4f2d7
analogies_20|R3,analogies_20,analogies,medium,R3,D,A,D,D,D,5.0154761811718345,-6.168345928192139,-6.31990385055542,-5.026742458343506,-0.01126627717167139,6ef1045762b06a7643c91d93486bec4b9a9f30ec15f8fc8688af00a8e459f93d
analogies_20|F,analogies_20,analogies,medium,F,D,A,D,D,D,6.663978699594736,-8.2749605178833,-8.790141105651855,-6.6898298263549805,-0.02585112676024437,5fb5038ce1a4c2a5ead15d0c833a66c0b7274e7742761c53f43905751e83d6e9
causal_reasoning_7|B,causal_reasoning_7,causal_reasoning,easy,B,D,A,,D,D,3.709474563598633,-3.802016258239746,-5.036871910095215,-4.045287132263184,-0.09254169464111328,5dfaae83f824bd8f8c3d0fa5cca087601b7427f34ef6cf7ab661e014300f57df
causal_reasoning_7|R1,causal_reasoning_7,causal_reasoning,easy,R1,D,A,D,D,D,5.08731066994369,-5.104227066040039,-7.415618896484375,-5.4124908447265625,-0.016916396096348763,e3c57093c0c30fc6d4537573d699bdb2535a62dad781c545d9ee13d8b4a9d0c9
causal_reasoning_7|R3,causal_reasoning_7,causal_reasoning,easy,R3,D,A,D,D,D,3.8570059686899185,-3.8995907306671143,-5.54391622543335,-4.1352362632751465,-0.04258476197719574,2756d8b49334708008a3e0d24df801e056c95dfeacdb18bbee34842651beeac7
causal_reasoning_7|R0,causal_reasoning_7,causal_reasoning,easy,R0,D,A,D,D,D,4.298587877303362,-4.340887069702148,-6.427242279052734,-4.705524444580078,-0.042299192398786545,38fcc028d09c7c5d1786b1689d474794bb6bcb671898a38147febc3aaebcda51
causal_reasoning_7|P,causal_reasoning_7,causal_reasoning,easy,P,D,A,D,D,D,4.932183979079127,-4.961507320404053,-6.989713668823242,-5.334238052368164,-0.029323341324925423,80fd4c50dde95282f0eb39579f4dd8c750aed7efe4dc8b6124ba658d2d016ae8
causal_reasoning_7|R2,causal_reasoning_7,causal_reasoning,easy,R2,D,A,D,D,D,4.905889328569174,-4.92181396484375,-6.855140686035156,-5.1977691650390625,-0.015924636274576187,691a97877e697545611033921c8d40bd58b22abb7132356090b37bfca1aaf914
causal_reasoning_7|V,causal_reasoning_7,causal_reasoning,easy,V,D,A,D,A,A,-4.793367521837354,-0.010782105848193169,-7.245182037353516,-7.3866095542907715,-4.804149627685547,58ca351f1ace2b2bc8f062774733d7bda4400aed5d8743491a09714fa910fa13
causal_reasoning_7|F,causal_reasoning_7,causal_reasoning,easy,F,D,A,D,D,D,5.101017076522112,-5.126164436340332,-7.00930118560791,-5.506638526916504,-0.02514735981822014,fb7a13a9c38c37106bc9e92db43f7c988fef4a1298ffad11fc246330d299b4e3
reading_comprehension_66|B,reading_comprehension_66,reading_comprehension,hard,B,A,D,,A,A,5.078792653977871,-0.05580178648233414,-6.87601900100708,-5.134594440460205,-5.609631061553955,489aa3df1454e23d33e272e9ac304b01ba5cf11650d750a6f8eee2a6c31355c3
reading_comprehension_66|V,reading_comprehension_66,reading_comprehension,hard,V,A,D,A,D,D,-3.8432141430675983,-3.8701369762420654,-6.113001346588135,-6.279442310333252,-0.026922833174467087,78aa459ac15c0460bc9f21a5c6f2b6fb3efbc80a7be9a6d4f15438619a656c88
reading_comprehension_66|R0,reading_comprehension_66,reading_comprehension,hard,R0,A,D,A,A,A,6.54360782681033,-0.006115321535617113,-7.3674092292785645,-6.549723148345947,-7.636656284332275,2520980403e086a2b3bbe711be785e5aaac4d62542bed2646f5474359812f1ea
reading_comprehension_66|R3,reading_comprehension_66,reading_comprehension,hard,R3,A,D,A,A,A,4.949388725683093,-0.02026345022022724,-4.96965217590332,-5.034931182861328,-5.109416961669922,da65dc31cbb64f81ba6223ff8badfc32b207c8f6b38cc9b653e280f889079121
reading_comprehension_66|P,reading_comprehension_66,reading_comprehension,hard,P,A,D,A,A,A,6.972614262253046,-0.009397055953741074,-7.361344814300537,-6.982011318206787,-7.709701061248779,175fb8e549e1a4f273777dba83c4f865d5ac00c2c9fe379a3d54f4e005d6ef17
reading_comprehension_66|R1,reading_comprehension_66,reading_comprehension,hard,R1,A,D,A,A,A,7.174247872084379,-0.008099425584077835,-7.742680549621582,-7.182347297668457,-8.3474702835083,98130c57b5ad5a2737e0e4b1936f96ce9e12561fdb8ee182aa4de5a8016d1a6e
reading_comprehension_66|R2,reading_comprehension_66,reading_comprehension,hard,R2,A,D,A,A,A,6.88932605041191,-0.002361819613724947,-7.454105854034424,-6.891687870025635,-7.725620746612549,934cc3d348d027796ee576ba8440364c22b029322e102d92152f8254037601d4
reading_comprehension_66|F,reading_comprehension_66,reading_comprehension,hard,F,A,D,A,A,A,6.871917936485261,-0.004471090156584978,-7.412464618682861,-6.876389026641846,-7.3809814453125,39ff36812ef89a449d96e07fce33c1853982e685836e7154b08c26a1594a5f53
logical_reasoning_8|B,logical_reasoning_8,logical_reasoning,easy,B,D,B,,D,D,7.9741267543286085,-7.988299369812012,-10.609125137329102,-8.687621116638184,-0.014172615483403206,d730cb584f81a58e9320dc4ef4c021d4d14ec360738c725d949ab589ffc3eebe
logical_reasoning_8|V,logical_reasoning_8,logical_reasoning,easy,V,D,B,D,B,B,-3.1766222640872,-3.6935832500457764,-0.07135260850191116,-5.893860340118408,-3.2479748725891113,d69bc27569e44a5a49abb3795d076aeee7ff3d8904da8b64eb2261facccec560
logical_reasoning_8|R3,logical_reasoning_8,logical_reasoning,easy,R3,D,B,D,D,D,5.371021102182567,-5.37946081161499,-7.738553524017334,-6.1459059715271,-0.008439709432423115,746e7f47ce56e1ac0357f2402a61843e29c02999a7dda91fc88500b640fa17cd
logical_reasoning_8|R2,logical_reasoning_8,logical_reasoning,easy,R2,D,B,D,D,D,6.587577727157623,-6.5924835205078125,-9.612065315246582,-7.082057952880859,-0.004905793350189924,bd4a11141f54ecf79e8744353664fd59016a6627cedd3b95f31f908265b4897d
