call_index,run_key,question_id,placement,replicate_stream,correct_display_slot,parsed_display_answer,parsed_answer,correct,model_call_count
348,mmlu-0182|P2|R1,mmlu-0182,P2,R1,B,C,D,False,1
349,mmlu-0280|P3|R2,mmlu-0280,P3,R2,B,C,D,False,1
350,mmlu-0556|P2|R2,mmlu-0556,P2,R2,C,C,B,True,1
351,mmlu-0825|P2|R2,mmlu-0825,P2,R2,B,A,B,False,1
352,mmlu-0292|P2|R2,mmlu-0292,P2,R2,C,C,A,True,1
353,mmlu-0661|P2|R2,mmlu-0661,P2,R2,D,D,A,True,1
354,mmlu-0292|P1|R1,mmlu-0292,P1,R1,A,B,D,False,1
355,mmlu-0421|P2|R1,mmlu-0421,P2,R1,C,A,B,False,1
356,mmlu-0452|P0|R1,mmlu-0452,P0,R1,B,D,C,False,1
357,mmlu-0880|P2|R1,mmlu-0880,P2,R1,D,D,C,True,1
358,mmlu-0843|P2|R1,mmlu-0843,P2,R1,D,D,B,True,1
359,mmlu-0555|P0|R1,mmlu-0555,P0,R1,A,C,D,False,1
360,mmlu-0742|P2|R2,mmlu-0742,P2,R2,D,A,D,False,1
361,mmlu-0153|P2|R2,mmlu-0153,P2,R2,D,D,A,True,1
362,mmlu-0070|P1|R1,mmlu-0070,P1,R1,B,A,B,False,1
363,mmlu-0743|P1|R2,mmlu-0743,P1,R2,B,D,B,False,1
364,mmlu-0792|P1|R2,mmlu-0792,P1,R2,A,A,B,True,1
365,mmlu-0648|P0|R1,mmlu-0648,P0,R1,A,C,C,False,1
366,mmlu-0772|P0|R1,mmlu-0772,P0,R1,C,C,D,True,1
367,mmlu-0140|P2|R2,mmlu-0140,P2,R2,C,C,D,True,1
368,mmlu-0211|P1|R2,mmlu-0211,P1,R2,B,B,A,True,1
369,mmlu-0796|P3|R1,mmlu-0796,P3,R1,B,A,D,False,1
370,mmlu-0170|P3|R2,mmlu-0170,P3,R2,B,C,B,False,1
371,mmlu-0345|P0|R1,mmlu-0345,P0,R1,A,C,B,False,1
372,mmlu-0767|P2|R2,mmlu-0767,P2,R2,C,D,C,False,1
373,mmlu-0696|P1|R2,mmlu-0696,P1,R2,A,D,B,False,1
374,mmlu-0452|P1|R2,mmlu-0452,P1,R2,A,A,D,True,1
375,mmlu-0482|P0|R2,mmlu-0482,P0,R2,D,D,B,True,1
376,mmlu-0652|P2|R1,mmlu-0652,P2,R1,C,C,D,True,1
377,mmlu-0920|P2|R1,mmlu-0920,P2,R1,A,B,A,False,1
378,mmlu-0715|P3|R1,mmlu-0715,P3,R1,D,D,B,True,1
379,mmlu-0153|P1|R2,mmlu-0153,P1,R2,C,C,A,True,1
380,mmlu-0255|P1|R1,mmlu-0255,P1,R1,C,B,A,False,1
381,mmlu-0475|P2|R1,mmlu-0475,P2,R1,B,C,A,False,1
382,mmlu-0841|P3|R2,mmlu-0841,P3,R2,C,C,A,True,1
383,mmlu-0140|P1|R2,mmlu-0140,P1,R2,A,A,D,True,1
384,mmlu-0345|P2|R1,mmlu-0345,P2,R1,D,D,D,True,1
385,mmlu-0036|P1|R1,mmlu-0036,P1,R1,C,C,D,True,1
386,mmlu-0191|P3|R2,mmlu-0191,P3,R2,C,D,B,False,1
387,mmlu-0509|P1|R2,mmlu-0509,P1,R2,D,D,D,True,1
388,mmlu-0170|P2|R1,mmlu-0170,P2,R1,D,D,C,True,1
389,mmlu-0767|P3|R1,mmlu-0767,P3,R1,D,D,D,True,1
390,mmlu-0403|P3|R2,mmlu-0403,P3,R2,A,D,D,False,1
391,mmlu-0357|P2|R2,mmlu-0357,P2,R2,A,A,B,True,1
392,mmlu-0745|P3|R1,mmlu-0745,P3,R1,B,C,D,False,1
393,mmlu-0288|P2|R2,mmlu-0288,P2,R2,D,D,A,True,1
394,mmlu-0715|P0|R2,mmlu-0715,P0,R2,B,A,A,False,1
395,mmlu-0403|P0|R2,mmlu-0403,P0,R2,C,D,C,False,1
396,mmlu-0663|P1|R1,mmlu-0663,P1,R1,B,B,A,True,1
397,mmlu-0841|P0|R2,mmlu-0841,P0,R2,D,C,B,False,1
398,mmlu-0354|P1|R1,mmlu-0354,P1,R1,D,D,A,True,1
399,mmlu-0153|P3|R2,mmlu-0153,P3,R2,B,B,A,True,1
400,mmlu-0186|P1|R1,mmlu-0186,P1,R1,B,B,C,True,1
401,mmlu-0448|P0|R1,mmlu-0448,P0,R1,C,D,B,False,1
402,mmlu-0284|P3|R1,mmlu-0284,P3,R1,C,C,D,True,1
403,mmlu-0792|P2|R2,mmlu-0792,P2,R2,C,C,B,True,1
404,mmlu-0854|P3|R1,mmlu-0854,P3,R1,C,A,B,False,1
405,mmlu-0098|P1|R2,mmlu-0098,P1,R2,B,A,A,False,1
406,mmlu-0233|P2|R1,mmlu-0233,P2,R1,B,D,C,False,1
407,mmlu-0696|P2|R2,mmlu-0696,P2,R2,C,C,A,True,1
408,mmlu-0813|P3|R2,mmlu-0813,P3,R2,B,A,A,False,1
409,mmlu-0854|P2|R1,mmlu-0854,P2,R1,A,D,A,False,1
410,mmlu-0015|P2|R2,mmlu-0015,P2,R2,B,B,B,True,1
411,mmlu-0592|P3|R1,mmlu-0592,P3,R1,A,C,B,False,1
412,mmlu-0184|P0|R2,mmlu-0184,P0,R2,D,D,D,True,1
413,mmlu-0255|P0|R1,mmlu-0255,P0,R1,A,D,A,False,1
414,mmlu-0681|P2|R2,mmlu-0681,P2,R2,C,C,D,True,1
415,mmlu-0555|P0|R2,mmlu-0555,P0,R2,A,C,D,False,1
416,mmlu-0345|P1|R2,mmlu-0345,P1,R2,C,D,B,False,1
417,mmlu-0854|P1|R2,mmlu-0854,P1,R2,B,D,B,False,1
418,mmlu-0509|P2|R2,mmlu-0509,P2,R2,B,B,D,True,1
419,mmlu-0255|P2|R1,mmlu-0255,P2,R1,D,A,A,False,1
420,mmlu-0743|P0|R2,mmlu-0743,P0,R2,D,C,B,False,1
421,mmlu-0452|P1|R1,mmlu-0452,P1,R1,A,A,D,True,1
422,mmlu-0170|P2|R2,mmlu-0170,P2,R2,D,D,C,True,1
423,mmlu-0292|P1|R2,mmlu-0292,P1,R2,A,B,D,False,1
424,mmlu-0446|P0|R1,mmlu-0446,P0,R1,C,A,D,False,1
425,mmlu-0843|P0|R1,mmlu-0843,P0,R1,A,C,D,False,1
426,mmlu-0447|P1|R2,mmlu-0447,P1,R2,C,D,B,False,1
427,mmlu-0001|P1|R2,mmlu-0001,P1,R2,D,D,B,True,1
428,mmlu-0150|P3|R2,mmlu-0150,P3,R2,D,D,B,True,1
429,mmlu-0176|P2|R1,mmlu-0176,P2,R1,B,C,A,False,1
430,mmlu-0509|P0|R2,mmlu-0509,P0,R2,C,C,D,True,1
431,mmlu-0977|P3|R1,mmlu-0977,P3,R1,A,A,A,True,1
432,mmlu-0280|P2|R1,mmlu-0280,P2,R1,D,D,C,True,1
433,mmlu-0880|P1|R2,mmlu-0880,P1,R2,C,C,C,True,1
434,mmlu-0345|P2|R2,mmlu-0345,P2,R2,D,D,D,True,1
435,mmlu-0835|P1|R2,mmlu-0835,P1,R2,D,B,B,False,1
436,mmlu-0442|P1|R2,mmlu-0442,P1,R2,C,C,D,True,1
437,mmlu-0183|P1|R1,mmlu-0183,P1,R1,B,B,B,True,1
438,mmlu-0036|P3|R2,mmlu-0036,P3,R2,B,B,D,True,1
439,mmlu-0170|P0|R2,mmlu-0170,P0,R2,A,A,C,True,1
440,mmlu-0555|P3|R2,mmlu-0555,P3,R2,B,B,B,True,1
441,mmlu-0792|P0|R1,mmlu-0792,P0,R1,B,B,B,True,1
442,mmlu-0681|P3|R1,mmlu-0681,P3,R1,D,A,A,False,1
443,mmlu-0255|P1|R2,mmlu-0255,P1,R2,C,B,A,False,1
444,mmlu-0696|P0|R1,mmlu-0696,P0,R1,B,C,B,False,1
445,mmlu-0792|P1|R1,mmlu-0792,P1,R1,A,A,B,True,1
446,mmlu-0186|P0|R1,mmlu-0186,P0,R1,D,D,C,True,1
447,mmlu-0661|P0|R1,mmlu-0661,P0,R1,A,A,A,True,1
448,mmlu-0880|P3|R2,mmlu-0880,P3,R2,B,D,D,False,1
449,mmlu-0761|P1|R1,mmlu-0761,P1,R1,C,A,C,False,1
450,mmlu-0191|P2|R2,mmlu-0191,P2,R2,A,C,B,False,1
451,mmlu-0696|P3|R1,mmlu-0696,P3,R1,D,D,A,True,1
452,mmlu-0599|P1|R2,mmlu-0599,P1,R2,D,A,A,False,1
453,mmlu-0442|P2|R2,mmlu-0442,P2,R2,D,D,D,True,1
454,mmlu-0761|P3|R2,mmlu-0761,P3,R2,B,D,C,False,1
455,mmlu-0446|P1|R1,mmlu-0446,P1,R1,D,C,D,False,1
456,mmlu-0354|P2|R1,mmlu-0354,P2,R1,B,D,C,False,1
457,mmlu-0107|P2|R1,mmlu-0107,P2,R1,A,C,D,False,1
458,mmlu-0841|P2|R1,mmlu-0841,P2,R1,A,A,A,True,1
459,mmlu-0176|P2|R2,mmlu-0176,P2,R2,B,C,A,False,1
460,mmlu-0176|P1|R2,mmlu-0176,P1,R2,D,C,C,False,1
461,mmlu-0357|P3|R1,mmlu-0357,P3,R1,C,A,D,False,1
462,mmlu-0652|P3|R1,mmlu-0652,P3,R1,D,D,D,True,1
463,mmlu-0107|P2|R2,mmlu-0107,P2,R2,A,C,D,False,1
464,mmlu-0305|P1|R1,mmlu-0305,P1,R1,A,A,D,True,1
465,mmlu-0284|P2|R2,mmlu-0284,P2,R2,A,D,A,False,1
466,mmlu-0761|P1|R2,mmlu-0761,P1,R2,C,A,C,False,1
467,mmlu-0661|P1|R2,mmlu-0661,P1,R2,C,C,A,True,1
468,mmlu-0920|P0|R2,mmlu-0920,P0,R2,D,D,B,True,1
469,mmlu-0255|P3|R2,mmlu-0255,P3,R2,B,C,A,False,1
470,mmlu-0233|P1|R1,mmlu-0233,P1,R1,D,A,A,False,1
471,mmlu-0475|P0|R2,mmlu-0475,P0,R2,C,C,B,True,1
472,mmlu-0977|P0|R1,mmlu-0977,P0,R1,C,C,A,True,1
473,mmlu-0920|P3|R2,mmlu-0920,P3,R2,C,C,B,True,1
474,mmlu-0015|P1|R1,mmlu-0015,P1,R1,D,D,B,True,1
475,mmlu-0555|P1|R1,mmlu-0555,P1,R1,C,C,B,True,1
476,mmlu-0920|P1|R2,mmlu-0920,P1,R2,B,D,A,False,1
477,mmlu-0211|P2|R2,mmlu-0211,P2,R2,A,A,A,True,1
478,mmlu-0150|P0|R1,mmlu-0150,P0,R1,B,A,C,False,1
479,mmlu-0288|P3|R1,mmlu-0288,P3,R1,B,A,C,False,1
480,mmlu-0767|P0|R2,mmlu-0767,P0,R2,B,A,C,False,1
481,mmlu-0742|P0|R1,mmlu-0742,P0,R1,A,A,A,True,1
482,mmlu-0446|P3|R1,mmlu-0446,P3,R1,A,C,C,False,1
483,mmlu-0036|P2|R1,mmlu-0036,P2,R1,D,D,D,True,1
484,mmlu-0447|P0|R2,mmlu-0447,P0,R2,A,C,B,False,1
485,mmlu-0233|P0|R2,mmlu-0233,P0,R2,C,B,A,False,1
486,mmlu-0984|P1|R1,mmlu-0984,P1,R1,A,A,A,True,1
487,mmlu-0696|P1|R1,mmlu-0696,P1,R1,A,D,B,False,1
488,mmlu-0977|P3|R2,mmlu-0977,P3,R2,A,A,A,True,1
489,mmlu-0843|P2|R2,mmlu-0843,P2,R2,D,D,B,True,1
490,mmlu-0555|P1|R2,mmlu-0555,P1,R2,C,C,B,True,1
491,mmlu-0515|P1|R1,mmlu-0515,P1,R1,B,A,A,False,1
492,mmlu-0745|P0|R1,mmlu-0745,P0,R1,A,D,D,False,1
493,mmlu-0835|P0|R2,mmlu-0835,P0,R2,C,D,B,False,1
494,mmlu-0742|P3|R1,mmlu-0742,P3,R1,B,B,A,True,1
495,mmlu-0880|P0|R2,mmlu-0880,P0,R2,A,B,D,False,1
496,mmlu-0841|P0|R1,mmlu-0841,P0,R1,D,C,B,False,1
497,mmlu-0182|P2|R2,mmlu-0182,P2,R2,B,C,D,False,1
498,mmlu-0515|P3|R2,mmlu-0515,P3,R2,C,A,C,False,1
499,mmlu-0599|P3|R1,mmlu-0599,P3,R1,A,C,B,False,1
500,mmlu-0482|P1|R1,mmlu-0482,P1,R1,B,B,B,True,1
501,mmlu-0150|P3|R1,mmlu-0150,P3,R1,D,D,B,True,1
502,mmlu-0447|P2|R2,mmlu-0447,P2,R2,D,C,D,False,1
503,mmlu-0354|P0|R1,mmlu-0354,P0,R1,C,D,B,False,1
504,mmlu-0184|P2|R2,mmlu-0184,P2,R2,A,C,C,False,1
505,mmlu-0772|P1|R2,mmlu-0772,P1,R2,D,D,D,True,1
506,mmlu-0140|P3|R2,mmlu-0140,P3,R2,D,D,D,True,1
507,mmlu-0140|P2|R1,mmlu-0140,P2,R1,C,C,D,True,1
508,mmlu-0772|P2|R1,mmlu-0772,P2,R1,B,D,C,False,1
509,mmlu-0286|P2|R1,mmlu-0286,P2,R1,D,D,D,True,1
510,mmlu-0186|P0|R2,mmlu-0186,P0,R2,D,D,C,True,1
511,mmlu-0255|P0|R2,mmlu-0255,P0,R2,A,D,A,False,1
512,mmlu-0015|P3|R2,mmlu-0015,P3,R2,A,A,B,True,1
513,mmlu-0813|P0|R2,mmlu-0813,P0,R2,A,C,A,False,1
514,mmlu-0191|P1|R1,mmlu-0191,P1,R1,B,C,A,False,1
515,mmlu-0715|P1|R2,mmlu-0715,P1,R2,A,A,B,True,1
516,mmlu-0421|P1|R2,mmlu-0421,P1,R2,A,B,B,False,1
517,mmlu-0191|P2|R1,mmlu-0191,P2,R1,A,C,B,False,1
518,mmlu-0421|P1|R1,mmlu-0421,P1,R1,A,B,B,False,1
519,mmlu-0176|P0|R1,mmlu-0176,P0,R1,C,C,B,True,1
520,mmlu-0182|P3|R2,mmlu-0182,P3,R2,A,A,C,True,1
521,mmlu-0796|P2|R2,mmlu-0796,P2,R2,D,D,B,True,1
522,mmlu-0442|P3|R1,mmlu-0442,P3,R1,B,D,B,False,1
523,mmlu-0661|P3|R1,mmlu-0661,P3,R1,B,B,A,True,1
524,mmlu-0186|P2|R1,mmlu-0186,P2,R1,A,A,C,True,1
525,mmlu-0421|P0|R1,mmlu-0421,P0,R1,B,B,C,True,1
526,mmlu-0183|P0|R2,mmlu-0183,P0,R2,D,D,B,True,1
527,mmlu-0825|P0|R2,mmlu-0825,P0,R2,C,A,A,False,1
528,mmlu-0354|P3|R2,mmlu-0354,P3,R2,A,D,D,False,1
529,mmlu-0792|P3|R2,mmlu-0792,P3,R2,D,A,A,False,1
530,mmlu-0354|P1|R2,mmlu-0354,P1,R2,D,D,A,True,1
531,mmlu-0176|P0|R2,mmlu-0176,P0,R2,C,C,B,True,1
532,mmlu-0482|P2|R2,mmlu-0482,P2,R2,A,A,B,True,1
533,mmlu-0825|P3|R1,mmlu-0825,P3,R1,A,A,C,True,1
534,mmlu-0191|P1|R2,mmlu-0191,P1,R2,B,C,A,False,1
535,mmlu-0015|P3|R1,mmlu-0015,P3,R1,A,A,B,True,1
536,mmlu-0182|P1|R1,mmlu-0182,P1,R1,D,A,D,False,1
537,mmlu-0098|P0|R2,mmlu-0098,P0,R2,D,A,C,False,1
538,mmlu-0835|P0|R1,mmlu-0835,P0,R1,C,D,B,False,1
539,mmlu-0648|P1|R1,mmlu-0648,P1,R1,C,C,B,True,1
540,mmlu-0153|P3|R1,mmlu-0153,P3,R1,B,B,A,True,1
541,mmlu-0345|P1|R1,mmlu-0345,P1,R1,C,D,B,False,1
542,mmlu-0592|P1|R1,mmlu-0592,P1,R1,D,D,A,True,1
543,mmlu-0098|P2|R1,mmlu-0098,P2,R1,A,D,C,False,1
544,mmlu-0696|P3|R2,mmlu-0696,P3,R2,D,D,A,True,1
545,mmlu-0013|P3|R1,mmlu-0013,P3,R1,D,D,B,True,1
546,mmlu-0191|P0|R2,mmlu-0191,P0,R2,D,D,C,True,1
547,mmlu-0452|P3|R1,mmlu-0452,P3,R1,D,D,D,True,1
548,mmlu-0176|P3|R1,mmlu-0176,P3,R1,A,D,A,False,1
549,mmlu-0288|P3|R2,mmlu-0288,P3,R2,B,A,C,False,1
550,mmlu-0288|P0|R1,mmlu-0288,P0,R1,A,B,B,False,1
551,mmlu-0515|P0|R2,mmlu-0515,P0,R2,D,A,D,False,1
552,mmlu-0170|P3|R1,mmlu-0170,P3,R1,B,C,B,False,1
553,mmlu-0743|P2|R1,mmlu-0743,P2,R1,A,A,D,True,1
554,mmlu-0070|P1|R2,mmlu-0070,P1,R2,B,A,B,False,1
555,mmlu-0357|P1|R2,mmlu-0357,P1,R2,B,A,C,False,1
556,mmlu-0835|P2|R2,mmlu-0835,P2,R2,B,A,B,False,1
557,mmlu-0854|P0|R2,mmlu-0854,P0,R2,D,C,B,False,1
558,mmlu-0681|P0|R1,mmlu-0681,P0,R1,B,B,D,True,1
559,mmlu-0140|P3|R1,mmlu-0140,P3,R1,D,D,D,True,1
560,mmlu-0448|P1|R2,mmlu-0448,P1,R2,D,D,C,True,1
561,mmlu-0233|P2|R2,mmlu-0233,P2,R2,B,D,C,False,1
562,mmlu-0015|P2|R1,mmlu-0015,P2,R1,B,B,B,True,1
563,mmlu-0150|P2|R2,mmlu-0150,P2,R2,C,C,B,True,1
564,mmlu-0761|P2|R1,mmlu-0761,P2,R1,D,C,C,False,1
565,mmlu-0305|P2|R2,mmlu-0305,P2,R2,C,C,D,True,1
566,mmlu-0280|P3|R1,mmlu-0280,P3,R1,B,C,D,False,1
567,mmlu-0556|P1|R1,mmlu-0556,P1,R1,A,A,B,True,1
568,mmlu-0663|P1|R2,mmlu-0663,P1,R2,B,B,A,True,1
