run_key,question_id,domain,difficulty,condition,correct_answer,frozen_baseline_answer,prior_answer_visible,raw_output,parsed,correct_margin,frozen_B_margin,logprob_A,logprob_B,logprob_C,logprob_D,prompt_sha256
basic_math_23|D0,basic_math_23,basic_math,medium,D0,C,C,False,C,C,1.7384834587574005,1.7384834587574005,-2.767456293106079,-2.497781991958618,-0.3892919719219208,-2.1277754306793213,24157b0e70b44afd9455885c61deac571e7e284583c098de568ca25f791dbd79
basic_math_23|D3,basic_math_23,basic_math,medium,D3,C,C,False,C,C,1.8857193291187286,1.8857193291187286,-2.280686140060425,-2.21687388420105,-0.33115455508232117,-2.750168561935425,51db6b3611fe2cd1315894481cc96d3078790677be0226bac7746da2dccb8e93
basic_math_23|D1,basic_math_23,basic_math,medium,D1,C,C,False,C,C,2.131504148244858,2.131504148244858,-2.417245626449585,-2.4856793880462646,-0.2857414782047272,-2.61136794090271,b35b6a45d7f478e53592f85c2df1b3f679b1c1d4e6c9aee068aca5cb6ea658c4
basic_math_23|D2,basic_math_23,basic_math,medium,D2,C,C,False,C,C,2.1836109161376953,2.1836109161376953,-2.407996416091919,-2.6781742572784424,-0.22438549995422363,-3.2913544178009033,ea37e61ad461fd3d613191269ca5ca02bfeedaba9da82d58f1e20fb498833458
basic_math_23|S0,basic_math_23,basic_math,medium,S0,C,C,True,C,C,2.1722793579101562,2.1722793579101562,-2.4215781688690186,-2.6817786693573,-0.2492988109588623,-2.820805311203003,720be7f8393d9d12686c5b550e034acca78bf2c517b37b26180df96482ac8154
logical_reasoning_26|B,logical_reasoning_26,logical_reasoning,medium,B,B,,False,B,B,5.818340264260769,,-5.869997978210449,-0.05165771394968033,-7.264185905456543,-7.881036758422852,fc8d4c2572bce924e348d53f6724654c7c032c6ce4b6da6c50fd0f56e7027936
logical_reasoning_26|S0,logical_reasoning_26,logical_reasoning,medium,S0,B,B,True,B,B,5.158308029174805,5.158308029174805,-5.167586803436279,-0.00927877426147461,-6.5006422996521,-7.207273006439209,854208354ac14d4b1e9123cb42a6c1b10d08a7fe0de233c9485dc17619d7f809
logical_reasoning_26|D1,logical_reasoning_26,logical_reasoning,medium,D1,B,B,False,B,B,6.02032110048458,6.02032110048458,-6.027195453643799,-0.0068743531592190266,-6.7265095710754395,-6.437401294708252,f14242e3f8d0f56f1f6df92df0b7d1f79bed396e65fa4ba14b5af362e7c5654f
logical_reasoning_26|DP,logical_reasoning_26,logical_reasoning,medium,DP,B,B,False,B,B,5.1382599249482155,5.1382599249482155,-5.2135138511657715,-0.075253926217556,-6.453111171722412,-6.7377610206604,14525e196ed01f9c940d359a77e3213cb9b9c74f0b23a2b049d4772f65ddc057
logical_reasoning_26|D3,logical_reasoning_26,logical_reasoning,medium,D3,B,B,False,B,B,4.89438250195235,4.89438250195235,-4.908092498779297,-0.013709996826946735,-6.126142501831055,-5.930978775024414,76b54dc4d721876560be0922dd7a25bf4066e8413eb9438f9a734c12e0bda213
logical_reasoning_26|D2,logical_reasoning_26,logical_reasoning,medium,D2,B,B,False,B,B,5.711477414239198,5.711477414239198,-5.719252109527588,-0.007774695288389921,-6.887091159820557,-6.361504077911377,e499933ed58a9a4ebb18480d874a129ab657276bbbb2b05ab1168142ca821706
logical_reasoning_26|D0,logical_reasoning_26,logical_reasoning,medium,D0,B,B,False,B,B,5.191297568380833,5.191297568380833,-5.201710224151611,-0.010412655770778656,-6.444876194000244,-7.214211940765381,fd5568e7fecfe47e5cd1f5f853d5ceb85f7582aa24a7383e1a6a11d459edcba4
basic_math_67|B,basic_math_67,basic_math,hard,B,A,,False,A,A,1.7923774123191833,,-0.19605153799057007,-4.567572593688965,-3.525007963180542,-1.9884289503097534,5d2e5725cdf95513cfc905c11613224ce367e9d959dde36a0158a45109bcb9a7
basic_math_67|S0,basic_math_67,basic_math,hard,S0,A,A,True,A,A,2.8548431172966957,2.8548431172966957,-0.0889456495642662,-4.6806488037109375,-3.8981382846832275,-2.943788766860962,6e8450c47413ff43001f3392b9c846c60265c2bfd7210afda7865d7a75f3921c
basic_math_67|D0,basic_math_67,basic_math,hard,D0,A,A,False,A,A,1.5538731217384338,1.5538731217384338,-0.24465829133987427,-5.220118522644043,-4.0577898025512695,-1.798531413078308,10a84de00d878f58670764e8b0c6d6bfbbd406e6e536f4731d011f6fbcaeadfe
basic_math_67|D3,basic_math_67,basic_math,hard,D3,A,A,False,A,A,1.317171186208725,1.317171186208725,-0.3086545765399933,-3.8254506587982178,-3.1592633724212646,-1.6258257627487183,4cb0c06d857870d764a30d34b1639276abcca527209c110dc591638b2685266e
basic_math_67|DP,basic_math_67,basic_math,hard,DP,A,A,False,A,A,2.307811826467514,2.307811826467514,-0.14145222306251526,-4.71240758895874,-3.50109601020813,-2.4492640495300293,5486926ad150f1ff1819e27a803fa5932c3c74cdf58a3f58210c0746fac9d6a6
basic_math_67|D2,basic_math_67,basic_math,hard,D2,A,A,False,A,A,2.6456795036792755,2.6456795036792755,-0.08898350596427917,-5.339544296264648,-4.298938751220703,-2.7346630096435547,f6a046a0e59b09dc5c8a8caba4703456d45553fb446230b55311ec7b02639ff6
basic_math_67|D1,basic_math_67,basic_math,hard,D1,A,A,False,A,A,2.1043491512537003,2.1043491512537003,-0.1514258235692978,-4.6343092918396,-3.747466564178467,-2.255774974822998,7958bac5d3f0d74506885e59ed7cd11bd7c8c081f79d5a7480d0041738807b5f
word_problems_24|B,word_problems_24,word_problems,medium,B,D,,False,A,A,-3.2260820269584656,,-0.5959230065345764,-1.977882981300354,-1.8601576089859009,-3.822005033493042,ac17fd44bfe128d978ec2e3a6ac04569c061ee85eeb6e5c778c184825b61e33f
word_problems_24|D2,word_problems_24,word_problems,medium,D2,D,A,False,A,A,-3.788562625646591,1.0349254310131073,-0.4749533236026764,-1.9826362133026123,-1.5098787546157837,-4.263515949249268,2b4fa23951a50a1841cfa628f91aaff41a947917805e93838c97b4b915131455
word_problems_24|S0,word_problems_24,word_problems,medium,S0,D,A,True,A,A,-3.174741894006729,1.1449375450611115,-0.46085628867149353,-1.605793833732605,-1.9701107740402222,-3.6355981826782227,30ac211a07a085563e4255393fff821e76faacbce795443350a2f61f80f95eee
word_problems_24|D1,word_problems_24,word_problems,medium,D1,D,A,False,A,A,-3.8017005026340485,1.7777308523654938,-0.3030787408351898,-2.147088050842285,-2.0808095932006836,-4.104779243469238,387759e6467bc5905cf43dd7d9ce38046ad3fdfc8ed544a975cb3175cd6fd5e0
word_problems_24|D0,word_problems_24,word_problems,medium,D0,D,A,False,A,A,-2.4092235565185547,1.0381240844726562,-0.6005845069885254,-1.6387085914611816,-1.715010166168213,-3.00980806350708,8470f9cc40b78e91a6a2474a2f522ce729adc9a62f0369ff030c39a29705859f
word_problems_24|D3,word_problems_24,word_problems,medium,D3,D,A,False,A,A,-3.320045530796051,0.9219322800636292,-0.5645996928215027,-1.4865319728851318,-1.7067830562591553,-3.8846452236175537,080a9073d3a973eb542cece4fdadb6b3d6f2bdb3e64371890ba826a5943de821
word_problems_24|DP,word_problems_24,word_problems,medium,DP,D,A,False,A,A,-3.3860607147216797,1.4574356079101562,-0.5074520111083984,-1.9648876190185547,-2.0284156799316406,-3.893512725830078,a64565768135910e63e4214cc884d79287a4b72e1eb77df1a923d044d75bc7fe
basic_math_57|B,basic_math_57,basic_math,hard,B,D,,False,C,C,-1.9120522886514664,,-3.0889036655426025,-5.231485366821289,-0.19189272820949554,-2.103945016860962,335fcb76af83ac2997b19535680901492b3232785da21123e79172a6d7383193
basic_math_57|D3,basic_math_57,basic_math,hard,D3,D,C,False,C,C,-1.7629413455724716,1.7629413455724716,-3.5651700496673584,-5.576331615447998,-0.19511951506137848,-1.95806086063385,3240871bae39069f0fdb069f8c850a74f1b6a83f7e1dec51370c68589599e87e
basic_math_57|D1,basic_math_57,basic_math,hard,D1,D,C,False,C,C,-1.1879273653030396,1.1879273653030396,-3.5762903690338135,-6.183454513549805,-0.30342888832092285,-1.4913562536239624,997ed2e26e0da1ded756eaee9dc8bcb6910c6505ac7536c36d8a3308fa633e4a
basic_math_57|DP,basic_math_57,basic_math,hard,DP,D,C,False,C,C,-1.8490847051143646,1.8490847051143646,-3.1060853004455566,-5.870975971221924,-0.19860520958900452,-2.047689914703369,2512948d16d3ee280c43e2a2cabba426020860ef5dc3d66ffa2f8146c20ff058
basic_math_57|D2,basic_math_57,basic_math,hard,D2,D,C,False,C,C,-1.556850403547287,1.556850403547287,-4.124575614929199,-6.398431777954102,-0.21471300721168518,-1.7715634107589722,9fcf6a73eaed88d274506c0770515063ae2bd5d186c66374cae4d3bd6ca0201b
basic_math_57|D0,basic_math_57,basic_math,hard,D0,D,C,False,C,C,-0.9443913698196411,0.9443913698196411,-4.054604530334473,-6.989629745483398,-0.42223823070526123,-1.3666296005249023,b1b67bb59e13b6f0e2f36cff80c9c3fc11b98788dacb446673e23f6a4c2f7a79
basic_math_57|S0,basic_math_57,basic_math,hard,S0,D,C,True,C,C,-2.215293765068054,2.215293765068054,-3.9088692665100098,-5.6084160804748535,-0.1354280710220337,-2.350721836090088,a7f9da65b44fa8b1bc2bf4f83b4e68f3470b2cc1f54119f91eb5ff8ca46637d1
basic_math_26|B,basic_math_26,basic_math,medium,B,D,,False,D,D,1.1235122382640839,,-1.476667881011963,-3.2796502113342285,-3.6353325843811035,-0.35315564274787903,546897022d326d6370a409efa232a3957d2a5c3c5994a6bf4a7cc1c304f65c37
basic_math_26|DP,basic_math_26,basic_math,medium,DP,D,D,False,D,D,1.0113982856273651,1.0113982856273651,-1.4044159650802612,-3.2042665481567383,-3.651923179626465,-0.3930176794528961,528ea8ef9747325cc5f3daed2d6d8faa8c47571f864a50beec19624e67fc40a5
basic_math_26|S0,basic_math_26,basic_math,medium,S0,D,D,True,D,D,2.4601326137781143,2.4601326137781143,-2.5984089374542236,-3.890246629714966,-3.432746171951294,-0.13827632367610931,ce8374b59ecc92c83c50e05efa37b258e388ac541cf1fec234f955a693415a33
basic_math_26|D3,basic_math_26,basic_math,medium,D3,D,D,False,D,D,1.5350894629955292,1.5350894629955292,-1.804519534111023,-2.9300880432128906,-4.129619598388672,-0.2694300711154938,b289bc9db300daa91c06ca3309dafef6583b1e47fe93e5ece1124f646fdb7d44
basic_math_26|D1,basic_math_26,basic_math,medium,D1,D,D,False,D,D,1.4286937713623047,1.4286937713623047,-1.7021008729934692,-3.3100035190582275,-4.0607452392578125,-0.27340710163116455,9f8aada54ca1aafec0e961cd2469e5aa95952c0926fd7db8870a7c61ed9b2733
basic_math_26|D2,basic_math_26,basic_math,medium,D2,D,D,False,D,D,1.3503646850585938,1.3503646850585938,-1.6619168519973755,-2.9453928470611572,-3.841796875,-0.31155216693878174,c4af4dacbd45f43d053912707e8376eb5cc1bed039d56acec479eff4588391c0
basic_math_26|D0,basic_math_26,basic_math,medium,D0,D,D,False,D,D,2.0124224573373795,2.0124224573373795,-2.207925796508789,-3.2085609436035156,-3.8016090393066406,-0.1955033391714096,d9679b1e04fb09cada1079462e8713cbd47112dcf248d92b707c6f6539a51a2f
analogies_73|B,analogies_73,analogies,hard,B,A,,False,A,A,1.7903748452663422,,-0.298990398645401,-5.023260116577148,-2.089365243911743,-3.80177903175354,c1b96366c009a884c7d056a0dff8d3bc06465dd6aa3a0ebd54b0b630f62d864e
analogies_73|D3,analogies_73,analogies,hard,D3,A,A,False,A,A,2.4650610983371735,2.4650610983371735,-0.11172613501548767,-4.767749309539795,-2.576787233352661,-3.9643070697784424,9ffc655ce87e4be64f4d38ca57b5bdf5591b53682697124f3652e9d78dc7d955
analogies_73|S0,analogies_73,analogies,hard,S0,A,A,True,A,A,4.467832563444972,4.467832563444972,-0.017540933564305305,-6.465086936950684,-4.485373497009277,-6.03647518157959,0f8b6672a5fef4b9fffdce6c0e19622505fcb803ea3c1cfa83a4cd956d6a081d
analogies_73|D2,analogies_73,analogies,hard,D2,A,A,False,A,A,3.2309321761131287,3.2309321761131287,-0.09478098154067993,-5.975571632385254,-3.3257131576538086,-5.5287065505981445,573ba4b9f07eecb146b571eee91fa6ff67368248750d7f2eb5c0929235004d97
analogies_73|D1,analogies_73,analogies,hard,D1,A,A,False,A,A,2.9913043826818466,2.9913043826818466,-0.22122670710086823,-5.795662879943848,-3.212531089782715,-4.718071937561035,9f5464f02b807b072424243a6f14f78d62608f101ff3add815c63579ddccb7c0
analogies_73|D0,analogies_73,analogies,hard,D0,A,A,False,A,A,3.118829645216465,3.118829645216465,-0.06828316301107407,-5.437549591064453,-3.187112808227539,-4.433002471923828,4507a797aa490243baabe1473499bd3851dcc94a2d63f6f7795a8fdbfc1270ea
analogies_73|DP,analogies_73,analogies,hard,DP,A,A,False,A,A,1.9144365191459656,1.9144365191459656,-0.7263136506080627,-5.2524919509887695,-2.6407501697540283,-4.329730033874512,c3d488950a1fdd1900d295aaedcaf87ef0eff2ce35c480a99400554fada33f82
word_problems_49|B,word_problems_49,word_problems,hard,B,D,,False,C,C,-1.356426179409027,,-2.4830515384674072,-3.2026350498199463,-0.41685885190963745,-1.7732850313186646,cb3f43a8e8b4b72b0675fe2cb3f2482b587666449ba0235705de85aeb5214f81
word_problems_49|S0,word_problems_49,word_problems,hard,S0,D,C,True,C,C,-0.7674102187156677,0.7674102187156677,-2.289592742919922,-3.2634544372558594,-0.5359898209571838,-1.3034000396728516,2d3943b7c0accf3f96ace700cde91353fec9f1614d91816ceae94d59a050cbd0
word_problems_49|D1,word_problems_49,word_problems,hard,D1,D,C,False,C,C,-0.9183311462402344,0.9183311462402344,-2.930049419403076,-3.416581630706787,-0.4308180809020996,-1.349149227142334,2042fa108e50341944225a359f967b54f8fca493971090f43c352d2513f388a8
word_problems_49|D2,word_problems_49,word_problems,hard,D2,D,C,False,C,C,-1.3326378762722015,1.3326378762722015,-2.6939234733581543,-4.015368938446045,-0.3278001844882965,-1.660438060760498,69fb995067d007fa6ff38da0a7f5dec6e713366ac4f4fd3a79a5fd1d50be935e
word_problems_49|D3,word_problems_49,word_problems,hard,D3,D,C,False,C,C,-0.9348163604736328,0.9348163604736328,-2.5867156982421875,-3.033994674682617,-0.4666900634765625,-1.4015064239501953,87ef2a5ba9060c574e7e9361191f33908097c4b345f2c8a434c4b60f07cbace8
word_problems_49|DP,word_problems_49,word_problems,hard,DP,D,C,False,C,C,-1.3941041231155396,1.3941041231155396,-2.3622517585754395,-3.257071018218994,-0.6601299047470093,-2.054234027862549,c3bb1f629a83a108a625baaf972f16fedfcdc99e58f70f04768432748d1823ee
word_problems_49|D0,word_problems_49,word_problems,hard,D0,D,C,False,C,C,-0.7623062133789062,0.7623062133789062,-2.9763593673706055,-3.462214469909668,-0.543482780456543,-1.3057889938354492,12563b40faebc774fe53228e05dc86bbef25a0466f8655732b3e41ede234e232
scientific_facts_3|B,scientific_facts_3,scientific_facts,easy,B,D,,False,D,D,5.317077846731991,,-6.863015651702881,-5.324390411376953,-8.335639953613281,-0.007312564644962549,fb23fb4fcd7cbd7f0755565a1e6ae71274e64f39e3950d4e8c3b1d0e4a450610
scientific_facts_3|DP,scientific_facts_3,scientific_facts,easy,DP,D,D,False,D,D,5.229974729940295,5.229974729940295,-6.064635753631592,-5.258525371551514,-7.229263782501221,-0.028550641611218452,88b0c4730d6904bdb59773fc686bd3ea07e8d3eea94560a17d373d04d24e206c
scientific_facts_3|D0,scientific_facts_3,scientific_facts,easy,D0,D,D,False,D,D,5.6163885816931725,5.6163885816931725,-7.6645426750183105,-5.639690399169922,-8.261354446411133,-0.02330181747674942,3a2ba923bbf5d510894dd202f0336c49fe3bf4ccc53523407afabbf096047b42
scientific_facts_3|S0,scientific_facts_3,scientific_facts,easy,S0,D,D,True,D,D,5.726901796646416,5.726901796646416,-6.579912185668945,-5.737199783325195,-6.983327865600586,-0.010297986678779125,8df2c7782b22866993890116eae33d0ba566099ab6431383d84f9089b212e1d0
scientific_facts_3|D3,scientific_facts_3,scientific_facts,easy,D3,D,D,False,D,D,4.506303671747446,4.506303671747446,-6.239901065826416,-4.522707462310791,-7.091938495635986,-0.016403790563344955,b6e9e7d87050d067649e9fdb8033bb5aadea2890fb998855ceafcafb8d11d630
scientific_facts_3|D2,scientific_facts_3,scientific_facts,easy,D2,D,D,False,D,D,5.300201468169689,5.300201468169689,-6.682321548461914,-5.308874130249023,-7.4505414962768555,-0.008672662079334259,2b96512b3f495f300155068718bd3b9d8e34c595a1d85fd8e36032366a6b2278
scientific_facts_3|D1,scientific_facts_3,scientific_facts,easy,D1,D,D,False,D,D,5.615316255949438,5.615316255949438,-7.104349136352539,-5.621540069580078,-7.3941802978515625,-0.006223813630640507,9c2dc2d7ddcb2cf66863cc01be73e3c7db0fc09f9a1a96696cfddc7a2f88927c
basic_math_22|B,basic_math_22,basic_math,medium,B,D,,False,A,A,-0.5140036940574646,,-0.9321070313453674,-3.692206382751465,-1.0682611465454102,-1.446110725402832,1f532b54be700befe567908460713855606fe0df8c6bc9f51e3ae5d6e1062fc8
basic_math_22|DP,basic_math_22,basic_math,medium,DP,D,A,False,C,C,-0.3271733522415161,-0.023021817207336426,-1.040096640586853,-3.9199259281158447,-1.0170748233795166,-1.3442481756210327,7c23a6d63713b55ceaddde8a55a73ff2ef89442254d26d3ad0b338da0fd71e56
basic_math_22|D2,basic_math_22,basic_math,medium,D2,D,A,False,D,D,0.04480564594268799,-0.29390716552734375,-1.315873622894287,-3.771644115447998,-1.0667721033096313,-1.0219664573669434,1b355a826b4c99145a9c2faf22b559a8f69ec2763a4a28ba40e39166e33d5796
basic_math_22|D3,basic_math_22,basic_math,medium,D3,D,A,False,C,C,-0.2921620011329651,-0.4933472275733948,-1.40340256690979,-3.2028486728668213,-0.9100553393363953,-1.2022173404693604,3f04e8461c479e93cb9ebbbb752ae78fd43e23997f71919bc8896826c5ee00ae
basic_math_22|D0,basic_math_22,basic_math,medium,D0,D,A,False,D,D,0.274572491645813,-0.30681610107421875,-1.380671501159668,-4.387846946716309,-1.3484278917312622,-1.0738554000854492,0894782807ad30cb6b7683bb66e1c79e3e905f6de66af2d0215ca23c5127740b
basic_math_22|D1,basic_math_22,basic_math,medium,D1,D,A,False,D,D,0.14703750610351562,-0.3451880216598511,-1.315324068069458,-3.954240083694458,-1.1171735525131226,-0.9701360464096069,71716fd8fc75d8d57cd7614eb4ede4f51a61ffe2b5a7a5f6acc51779ae01f8a3
basic_math_22|S0,basic_math_22,basic_math,medium,S0,D,A,True,C,C,-0.5771293640136719,-0.4464263916015625,-1.2866533994674683,-3.4379193782806396,-0.8402270078659058,-1.4173563718795776,a8002bc9a943c970edeb505c8f8fcbbb5b3d26a4e38a546e14dcf39bd2ae2285
word_problems_59|B,word_problems_59,word_problems,hard,B,D,,False,A,A,-2.9878273010253906,,-0.306272029876709,-3.3068346977233887,-2.1610045433044434,-3.2940993309020996,be019daf47115f6f14cc44482d0fbada7686d38feb4ca79598b64acf4ae88371
word_problems_59|S0,word_problems_59,word_problems,hard,S0,D,A,True,A,A,-2.9827099293470383,2.162235304713249,-0.1885947734117508,-3.418403387069702,-2.350830078125,-3.171304702758789,dfbc7e8b6b30840646a8657dc206295d45688a9f238e20cc2f89917b93f90b12
word_problems_59|DP,word_problems_59,word_problems,hard,DP,D,A,False,A,A,-3.242788404226303,2.0435446202754974,-0.2806064188480377,-3.3303120136260986,-2.324151039123535,-3.523394823074341,eec7edf7cddee06ebe446b18ef62161dde829b82e2d49474d4c7a4b38a800c2f
word_problems_59|D0,word_problems_59,word_problems,hard,D0,D,A,False,A,A,-2.2227898240089417,2.189899504184723,-0.26019853353500366,-3.439462423324585,-2.4500980377197266,-2.4829883575439453,4b9373104ae28eff212a831dece345f64ac9ca6d4379adf5d160f45a14fdbee1
word_problems_59|D2,word_problems_59,word_problems,hard,D2,D,A,False,A,A,-3.209144487977028,1.8413030058145523,-0.21389304101467133,-3.5761613845825195,-2.0551960468292236,-3.423037528991699,e138c2fcc1d003ad0bad9bdadc22a707994ec4492e00927d9b23c6105620b526
word_problems_59|D3,word_problems_59,word_problems,hard,D3,D,A,False,A,A,-2.930149033665657,1.9467029124498367,-0.2447529286146164,-2.826587677001953,-2.191455841064453,-3.1749019622802734,daae4ea77deedddcae720ce67736664c4f637d80be19f8d3a67da816a80fa2d4
word_problems_59|D1,word_problems_59,word_problems,hard,D1,D,A,False,A,A,-3.1815415620803833,2.3153475522994995,-0.1711355447769165,-3.331951856613159,-2.486483097076416,-3.3526771068573,33c7d8ca2ce60aa568ce5fda13a0b70958f798413d330c0af9f9cdc7ab68eb88
scientific_facts_34|B,scientific_facts_34,scientific_facts,medium,B,C,,False,C,C,0.3590850830078125,,-1.7468169927597046,-1.128221869468689,-0.7691367864608765,-3.3814375400543213,3094f2f0f901ba4ee6afc5635731a54680b8b0c8f540f319bffb61ca7a600410
scientific_facts_34|D2,scientific_facts_34,scientific_facts,medium,D2,C,C,False,C,C,1.6530781388282776,1.6530781388282776,-3.191880702972412,-1.9070450067520142,-0.2539668679237366,-3.4002034664154053,97ab974bc317a2784a784755fae29e9bc57d52b988cbe8b29fdf3025830f4fc2
scientific_facts_34|S0,scientific_facts_34,scientific_facts,medium,S0,C,C,True,C,C,1.4683647751808167,1.4683647751808167,-1.9908045530319214,-1.8850517272949219,-0.4166869521141052,-3.028278350830078,f554cdc4a525726890f2728bbbb27de853edf43bbd9ef5cfa9496d09b049d909
scientific_facts_34|DP,scientific_facts_34,scientific_facts,medium,DP,C,C,False,C,C,0.7994423508644104,0.7994423508644104,-1.6459672451019287,-1.4770162105560303,-0.6775738596916199,-2.8995816707611084,07aea43cf0ef185f999d0a4a8b774cf3017cd3ba0d74c205c33e70299802b47f
scientific_facts_34|D3,scientific_facts_34,scientific_facts,medium,D3,C,C,False,B,B,-0.061798095703125,-0.061798095703125,-2.38411808013916,-0.8245267868041992,-0.8863248825073242,-2.942610740661621,72659ba6b134ff7534e57828adf2e3748460d1145843b417c5815c7c0232ebc8
scientific_facts_34|D1,scientific_facts_34,scientific_facts,medium,D1,C,C,False,C,C,0.5040969252586365,0.5040969252586365,-3.4143967628479004,-1.078924536705017,-0.5748276114463806,-2.7842278480529785,df6bab86f7c0405f668038d18d45429c12f1f16199f8c3c46de85733d090d346
scientific_facts_34|D0,scientific_facts_34,scientific_facts,medium,D0,C,C,False,C,C,0.3844280242919922,0.3844280242919922,-3.1480553150177,-1.0838558673858643,-0.6994278430938721,-2.3497936725616455,6cf8b6e409ac6246a7559e3184d980c9ad5f5cae69d49c7c3b8a49ea4f42c45b
word_problems_71|B,word_problems_71,word_problems,hard,B,B,,False,B,B,4.61137985996902,,-4.6405792236328125,-0.02919936366379261,-6.373921871185303,-5.763463497161865,5cd221b5b55dc88d1f603090238eb558a382afd1960acb5ff89c8ba6a65f54eb
word_problems_71|S0,word_problems_71,word_problems,hard,S0,B,B,True,B,B,4.510189024731517,4.510189024731517,-4.530821323394775,-0.020632298663258553,-5.71557092666626,-6.445827960968018,4ab4925bc626748bc880fcaf331130caadb0764715aadaa2b7822bf3e2bcb223
word_problems_71|DP,word_problems_71,word_problems,hard,DP,B,B,False,B,B,4.43572617135942,4.43572617135942,-4.464216709136963,-0.028490537777543068,-6.149096965789795,-5.838308811187744,88e9e140b9a8de7c0f0df07e738f73d5a87d712762b0ec5c75767ec25b3b9289
word_problems_71|D2,word_problems_71,word_problems,hard,D2,B,B,False,B,B,5.178005295805633,5.178005295805633,-5.190521717071533,-0.012516421265900135,-6.230123996734619,-5.64677095413208,8feea7212775462376d30c10e191c5efbf1b26d7328666d957d4095150a028d8
word_problems_71|D0,word_problems_71,word_problems,hard,D0,B,B,False,B,B,4.2333260625600815,4.2333260625600815,-5.249646186828613,-0.15502633154392242,-6.8544416427612305,-4.388352394104004,7b91d377b24d6b49655ee28aabc49935b00e57137eccf0fd813448bfe65e3a4a
word_problems_71|D1,word_problems_71,word_problems,hard,D1,B,B,False,B,B,5.631070850882679,5.631070850882679,-5.638172149658203,-0.007101298775523901,-7.047708988189697,-6.650206089019775,90a631b6796655fcee56a67f33d3aaee35dec2f0101b52b6370f4ef5406a1de9
word_problems_71|D3,word_problems_71,word_problems,hard,D3,B,B,False,B,B,5.340602822601795,5.340602822601795,-5.3543009757995605,-0.01369815319776535,-6.725003719329834,-6.660754680633545,fe9f9bfdea4c742c9e0c5aa2128346e3f12d06ca6500c5e53202877870ecb2f2
analogies_28|B,analogies_28,analogies,medium,B,C,,False,C,C,8.561710985377431,,-8.584502220153809,-9.753278732299805,-0.022791234776377678,-10.073415756225586,a439882cc592891f0b122a5a0ebe543c2d0101f855b38ea3b1fde052049614ae
analogies_28|D0,analogies_28,analogies,medium,D0,C,C,False,C,C,8.562602765858173,8.562602765858173,-8.580934524536133,-9.676790237426758,-0.018331758677959442,-9.37144660949707,f46d1d9a0d05100060c9274300ea1b1cc228c996eb796d5a1099256ed7f9a12f
analogies_28|D2,analogies_28,analogies,medium,D2,C,C,False,C,C,9.582473793067038,9.582473793067038,-9.593539237976074,-10.78565788269043,-0.01106544490903616,-10.692219734191895,587b953f7cf88eca499d8cb33b62ce3b8ebba9157f7e7f06669747dc4d6dbe36
analogies_28|D1,analogies_28,analogies,medium,D1,C,C,False,C,C,7.975821051746607,7.975821051746607,-8.00428295135498,-8.88314151763916,-0.028461899608373642,-8.449708938598633,e27f4294457b65d81663b3ce18900181033bb18b31d9d6b292999fe946c60599
analogies_28|DP,analogies_28,analogies,medium,DP,C,C,False,C,C,7.856376349925995,7.856376349925995,-8.0377197265625,-9.413670539855957,-0.18134337663650513,-9.327306747436523,2c0ac79a1f0fb1b5ed601951060792dae24052aab3826d496f5c1880d17db1c1
analogies_28|S0,analogies_28,analogies,medium,S0,C,C,True,C,C,8.252107604872435,8.252107604872435,-8.253843307495117,-9.376813888549805,-0.0017357026226818562,-9.118121147155762,722fd74ab68e737ce7dcd8bc7cb9b9a7632c5174e36e536822ec31b932b7ad54
analogies_28|D3,analogies_28,analogies,medium,D3,C,C,False,C,C,7.038272832520306,7.038272832520306,-7.040548801422119,-7.743147373199463,-0.0022759689018130302,-7.7637715339660645,c7eddebb45737eee33195226b0ef315c261decbb8b3d45681601c058ea4f7fca
scientific_facts_71|B,scientific_facts_71,scientific_facts,hard,B,C,,False,C,C,0.8345412611961365,,-1.4257807731628418,-2.9229960441589355,-0.5912395119667053,-1.9126068353652954,14a311825911559e58725ffbf428518630761b4b09749d8d28025b81d3e4006a
scientific_facts_71|DP,scientific_facts_71,scientific_facts,hard,DP,C,C,False,C,C,0.814146101474762,0.814146101474762,-1.335353970527649,-2.9306869506835938,-0.521207869052887,-2.499856948852539,8fa3ef6d922ff0f0170c714decc7aeb368b68e77a5fc2d49d3703ed4e2333e84
scientific_facts_71|S0,scientific_facts_71,scientific_facts,hard,S0,C,C,True,C,C,2.014482542872429,2.014482542872429,-2.2582614421844482,-3.8861641883850098,-0.24377889931201935,-2.5140788555145264,5cb8de245a69e1b99d05ff6aeb593e42a5b2e4e2902e16024e5cb42fe3a6c41e
scientific_facts_71|D2,scientific_facts_71,scientific_facts,hard,D2,C,C,False,C,C,1.4320374131202698,1.4320374131202698,-1.775704264640808,-3.28181529045105,-0.34366685152053833,-2.4953925609588623,ce0016e22b660ebbc1ce67325c3fd57510345d04136223d807a477a039c7cc2c
scientific_facts_71|D0,scientific_facts_71,scientific_facts,hard,D0,C,C,False,C,C,0.6982041001319885,0.6982041001319885,-2.4876561164855957,-3.7574143409729004,-0.6094440817832947,-1.3076481819152832,32b6a2a0d9980153dd76a000593903b193c73b56daebcc576955f94a29620c6e
