question_id,source_bundle,sample_stratum,subject,correct_answer,prior_baseline_correct,prior_confidence_gap,fresh_T0_matches_prior,answer_flips,unique_answers,trajectory_class,T0_answer,T1_answer,T2_answer,T3_answer,T4_answer,T0_gap,T1_gap,T2_gap,T3_gap,T4_gap,T0_centered_delta,T1_centered_delta,T2_centered_delta,T3_centered_delta,T4_centered_delta
i5:mmlu-0767,experiment_i5gated1000_fresh_only,low_gap_core,moral_scenarios,D,False,0.011812210083007812,False,3,2,oscillation,B,C,B,C,C,0.003505706787109375,0.04263877868652344,0.1913432478904724,0.8077660202980042,1.104454129934311,0.0,-0.06911849975585938,-0.10144239664077759,0.515629768371582,0.9835578501224518
i5:mmlu-0772,experiment_i5gated1000_fresh_only,near_gap_control,moral_scenarios,D,True,0.4696636199951172,True,0,1,stable_correct,D,D,D,D,D,0.4935818314552307,0.4385433793067932,1.5988846570253372,1.138719528913498,0.4114875793457031,0.0,-0.16329002380371094,0.8160228878259659,0.35650715231895447,-0.19948482513427734
i5:mmlu-0792,experiment_i5gated1000_fresh_only,low_gap_core,philosophy,B,False,0.052341461181640625,True,1,2,wrong_then_correct_recovery,A,B,B,B,B,0.0064563751220703125,0.20499801635742188,0.0170135498046875,0.020559251308441162,0.324195921421051,0.0,0.09029006958007812,-0.27872276306152344,-0.2745276689529419,0.20034897327423096
i5:mmlu-0825,experiment_i5gated1000_fresh_only,low_gap_core,professional_accounting,C,False,0.14917564392089844,True,1,2,wrong_then_correct_recovery,A,C,C,C,C,0.18364334106445312,0.07979393005371094,0.6453018188476562,0.19359982013702393,0.6490782499313354,0.0,-0.21210098266601562,0.1723785400390625,-0.27867406606674194,0.34804433584213257
i5:mmlu-0827,experiment_i5gated1000_fresh_only,near_gap_control,professional_accounting,D,True,0.3420657515525818,True,0,1,stable_correct,D,D,D,D,D,0.32239532470703125,0.7446803450584412,0.0147857666015625,0.3376197814941406,0.44542497396469116,0.0,0.3140334486961365,-0.5968894958496094,-0.27340608835220337,0.005639076232910156
i5:mmlu-0835,experiment_i5gated1000_fresh_only,low_gap_core,professional_accounting,A,False,0.009616851806640625,False,3,2,oscillation,B,B,C,B,C,0.06838607788085938,0.18933290243148804,0.1171608567237854,0.3422049880027771,0.6265392303466797,0.0,0.012695252895355225,-0.2405051589012146,-0.01481163501739502,0.44076257944107056
i5:mmlu-0838,experiment_i5gated1000_fresh_only,near_gap_control,professional_accounting,C,True,0.4579277038574219,True,0,1,stable_correct,C,C,C,C,C,0.43344682455062866,0.08490937948226929,0.3456191420555115,0.6339397430419922,0.2639636993408203,0.0,-0.4567890167236328,-0.3771076202392578,-0.08813762664794922,-0.2868736982345581
i5:mmlu-0841,experiment_i5gated1000_fresh_only,near_gap_control,professional_law,A,True,0.21651089191436768,True,2,2,oscillation,A,A,B,A,A,0.23917001485824585,0.5266725420951843,0.24014270305633545,0.2552471160888672,0.37147897481918335,0.0,0.17925095558166504,-0.288307249546051,-0.2725534439086914,0.014918386936187744
i5:mmlu-0843,experiment_i5gated1000_fresh_only,near_gap_control,professional_law,B,False,0.21951669454574585,True,2,2,oscillation,D,B,D,D,D,0.2789134979248047,0.008157610893249512,0.4927939772605896,0.2705764174461365,0.2011088728904724,0.0,-0.3790074586868286,-0.07539945840835571,-0.29696762561798096,-0.19519519805908203
i5:mmlu-0849,experiment_i5gated1000_fresh_only,low_gap_core,professional_law,D,False,0.12042236328125,True,0,1,stable_wrong,A,A,A,A,A,0.2349376678466797,0.36787039041519165,0.20935064554214478,0.49882328510284424,0.9176750481128693,0.0,0.024681150913238525,-0.31486696004867554,-0.024744927883148193,0.5653468072414398
i5:mmlu-0854,experiment_i5gated1000_fresh_only,near_gap_control,professional_law,D,True,0.2602996826171875,True,0,1,stable_correct,D,D,D,D,D,0.25738525390625,0.07696139812469482,0.5394134521484375,0.6805380582809448,0.422815203666687,0.0,-0.2886754274368286,-0.007251739501953125,0.13452225923538208,0.048039376735687256
i5:mmlu-0856,experiment_i5gated1000_fresh_only,low_gap_core,professional_law,B,False,0.10511773824691772,True,1,2,single_unresolved_flip,D,A,A,A,A,0.10968589782714844,0.18895530700683594,0.2330208420753479,0.5149270296096802,0.3904971480369568,0.0,-0.028982162475585938,-0.16594499349594116,0.116610586643219,0.1634206771850586
i5:mmlu-0890,experiment_i5gated1000_fresh_only,near_gap_control,professional_psychology,A,False,0.20792388916015625,True,3,3,oscillation,B,D,D,A,B,0.16857528686523438,0.2886619567871094,0.49113667011260986,0.0254974365234375,0.4397429823875427,0.0,0.011835098266601562,0.03328144550323486,-0.4317083954811096,0.1537771224975586
i5:mmlu-0901,experiment_i5gated1000_fresh_only,low_gap_core,public_relations,A,False,0.19836419820785522,True,0,1,stable_wrong,D,D,D,D,D,0.2066517472267151,0.9443092942237854,1.3676586151123047,0.1114768385887146,0.42223358154296875,0.0,0.6294059753417969,0.871726930141449,-0.38380545377731323,0.0981912612915039
i5:mmlu-0916,experiment_i5gated1000_fresh_only,near_gap_control,security_studies,A,True,0.3454342484474182,True,2,2,oscillation,A,D,A,A,A,0.3152904510498047,0.1361789107322693,0.421608030796051,0.6664048135280609,0.35617077350616455,0.0,-0.28736311197280884,-0.1829623579978943,0.06248381733894348,-0.07651025056838989
